Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Rwanda,RWA,,,,,,111290040,93228558.8571429,105072005,112417997,124146995,135500001,136399240.577169,146788990.825688,177426662.853602,182407760.933979,281434327.835773,313877723.752555,346901186.322837,384186032.972055,544002995.707729,575270218.988449,573196759.304408,559853877.068558,565280428.83055,648260186.026744,717746417.343328,729779005.58163,813549098.546953,939531187.988651,969438146.452233,829983256.495202,614249137.532937,674400085.561593,665092178.151237,375000008.181818,569161218.739785,652314045.694544,850993827.144116,905498653.118767,680471662.885071,645166670.857966,625261996.889785,593627804.47538,706374905.841106,805520487.523574,990915391.380701,996774937.86141,1061094605.58913,1283559785.36659,1438870151.10298,1489163067.84634,1641128323.61469,1895686617.06727,1948711485.28693,2034013942.36955,2048831466.58043,2187045689.97328,2437701302.24809,2373185069.12258,2438479769.56704,2712180290.434,2663759800.48245,,
South Asia,SAS,20554775189.6003,21710273944.1549,22152762929.276,25222439445.5345,29440323087.0017,30085392145.0064,25632017186.3395,29570306577.0139,30744332591.2277,33445877848.4766,35065870619.9487,35561142414.9414,36249975004.4654,44186619144.5788,51259175631.1598,53772954132.2963,46941033468.8444,55387110420.8663,61894031934.5025,66678056168.3637,79538369616.6156,82119340857.0713,83077774927.0125,88369463518.0095,85143283794.5651,88470549088.7677,90585727962.9408,98301235173.5635,107392905740.532,105589084053.065,112678780900.959,100340964327.116,103819027098.221,101363029903.717,113527256043.242,118829714132.748,130948957468.132,134170581629.026,135692086415.547,139733193509.806,141411282819.903,142971569942.875,136490157890.435,158569108078.99,170633878268.458,192837256800.176,209066955182.086,261434685340.458,267854872003.602,293670896842.298,361232061336.94,406542547022.34,400074504279.564,414303435611.613,444905772577.507,451622499354.093,499104819585.063,571096884320.873,569836487477.696,601483963118.994,617331236492.158,682797974296.992,,
Saudi Arabia,SAU,,,,,,,,,206666666.666667,220666666.666667,227777777.777778,237140055.273246,272148233.931673,328603032.428641,379436619.71831,434387082.101433,506515580.736544,869762559.927378,1233968702.20026,1369019281.12354,1622929629.96363,1849223946.78492,2442097893.93851,2791027496.38205,3297389330.30647,3807012700.16565,4283283823.92655,4889719626.16822,5579439252.33645,6048064085.44726,6713484646.19493,7183444592.79039,7686248331.10814,8070493991.98932,8312683578.10414,8437383177.57009,8587983978.63818,8918621361.81575,9040266666.66667,9184800000,9326245920,9522097093.33333,9626840160,9721183173.33333,10093924213.3333,10579053588.1081,11113165473.9653,11523008352.2348,12043036880,12246833680,13946133333.3333,14575466666.6667,15303466666.6667,16107466666.6667,16843733333.3333,17137866666.6667,17320595986.872,17410713878.0255,17464867479.4225,17654288819.5188,17878943018.419,19267089708.4154,,
Sudan,SDN,672333333.333333,731000000,769000000,703333333.333333,674000000,704333333.333333,605333333.333333,650333333.333333,633666666.666667,740000000,930333333.333333,1031000000,1110666666.66667,1423000000,1819666666.66667,2004666666.66667,2399333333.33333,3099000000,2665000000,2902000000,2677800000,3343500000,2836200000,2567076923.07692,2988692307.69231,2545434782.6087,3483600000,3822900000,5658888888.88889,8000000000,13126666666.6667,17637428571.4286,2711196098.56263,3543838669.17765,4417924723.75691,5155767774.14357,3822368963.86313,5261607920.28939,4994537051.79283,4621640229.65749,4986584240.82141,5623481638.96405,6830830959.70529,8204088819.0666,9061086037.76511,11680431016.7891,14403218973.0601,21200820395.8137,23458245144.0054,19539819986.965,23618799913.2697,21833543613.5903,21344042457.3188,19548915762.6976,25061419181.0908,26818291866.5051,23653982050.0024,27539790869.9165,7111321309.58231,6520655246.28099,5493662692.03514,2182139166.53474,,
Senegal,SEN,233727367.263865,250773880.969632,244716422.815195,261388704.12756,282107107.051789,302344788.572963,318473612.507245,291551427.657378,333405671.604231,287295955.99487,307734005.671427,276614086.760254,393354860.586698,414860485.344288,493122084.238488,842872529.558417,853950119.836535,793163986.56462,682299985.021442,965090579.14194,835252778.07228,846359698.121123,850917920.228553,607773665.795427,642255235.976471,814482020.108489,1187405362.83095,1467621294.64431,1237925427.44928,1348030908.34941,1364826442.052,1356464079.04238,1332013519.49701,1412101086.08976,893136339.80404,1231749392.76576,1202858596.4996,1099029763.42429,1160075254.28349,1145571862.82492,988522195.328692,1057679815.07861,937511325.573738,1358371472.78122,1431089389.72727,1671214799.99181,1566953956.12313,1713719536.67283,2475282822.86996,2600733453.4144,2570585787.26554,2306426303.01713,2489775362.67793,2596564640.06045,2646648464.74169,2538694684.15459,2744474571.28316,3145712432.14795,3464817943.76236,3486323008.10191,3971774852.06381,4233226187.29675,,
Singapore,SGP,26100875.4736705,26852214.8177185,29661570.6258983,29824905.2659088,29792238.3379067,29922906.0499151,35868286.9462956,37697634.9144126,43479681.1707827,46681040.1149876,49261727.4271528,58506468.0517444,60215688.2027076,84515555.5555556,104989012.777733,121424760.966802,129296166.659638,131819653.553505,125194720.013118,144019349.164468,179573254.851467,207407061.460863,216074217.825531,209579439.252336,211310932.32371,176456799.962496,133266669.696832,115183246.073298,105792972.459639,108427747.962632,116905091.524381,113690303.907381,102885205.647637,104715930.18938,127602461.69962,127204741.075208,144468085.106383,133081896.551724,95482791.5869981,95988200.5899705,88515081.2064965,73952112.5188369,65732156.8189434,59694638.9622317,64016092.7700864,70355683.7298726,72628862.7352256,77566186.7162099,80217683.2284967,78996218.6318323,86688668.8668867,96676737.1601208,98183564.0553733,105730040.757612,108752268.960619,100450974.687227,100760043.431053,105583315.229198,113582443.653618,121243219.469286,114517648.764224,133308522.515817,,
Solomon Islands,SLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82648440.9509533,142283041.108001,173993374.543219,182012109.044138,208634623.564441,219589535.805514,220866980.708838,224461244.585542,167912617.327021,163969326.801844,144451649.668887,97877131.4892005,104003215.386439,149642281.405295,166339332.237765,172751298.15801,189473684.210526,214270778.881338,244840537.43595,245152079.453755,291574183.148366,349194508.787772,395121818.577333,432300297.174785,464225184.060309,434520575.637737,475189351.048036,489147247.508685,548758252.121974,528996500.844202,524131297.635571,,,
Sierra Leone,SLE,,,,,129540914.551056,111579955.368018,116269953.492019,119371947.523291,106980042.792017,109380043.752017,112920045.168018,119449653.024333,138114992.594739,169475538.438547,209010112.676089,242306050.074003,229727543.941627,251679023.113825,307151589.242054,333027427.457733,334349399.885692,326977827.624881,435151172.647641,363862029.459034,419530269.527281,366685590.891245,170240293.313448,297799353.993072,456993593.528941,396594539.648571,286029664.864328,286604578.657715,244032839.407289,309850220.264317,341012442.474859,347907838.983051,425763006.408168,487987773.815588,399405218.726017,400737168.82829,349820754.266048,492197367.268333,579221873.797046,642414080.412283,702338285.825343,815203122.764062,948099973.355024,1126218346.71061,1344266494.81218,1356046715.40177,1364876219.64072,1606438272.67326,1923442766.72467,2360943478.04942,2597477049.3311,2474361442.9472,2139051642.39958,2254350171.97395,2407538287.48755,2370712745.32875,2417145080.8831,2322216763.16298,,
El Salvador,SLV,,,,,,363160000,359600000,375880000,377640100,380400000,458160000,464920000,480960000,574440000,621200000,665720100,915800100,1265080100,1158480000,1347439900,1356599900,1182040200,1107915200,1093298000,1059769000,1022747900,1034526300,821436800,878835500,800553800,771465656.08,829470500,753709100,850318800,956988100,1028600500,1040148000,1115653900,1035504100,895257900,845307500,821270700,737433800,726877400,786147000,907110000,967380000,1189650000,1275290000,1173780000,1287980000,1486840000,1393170000,1234420000,1325530000,1296080000,1386690000,1347130000,1335590000,1383420000,1339710000,1413030000,,
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284646.984298496,200049.854660042,313046.144000278,271580.219650449,246912.840031344,217323.943019943,,,
Somalia,SOM,116298011.720795,122976004.569598,132188000.8848,138404016.318393,148077990.048804,154615072.309566,159235053.549679,162077023.057862,156631060.213639,164657152,170028580.571429,167115558.174116,227675821.263306,273230921.276765,178856240.190627,346497077.680699,411818883.55838,278840653.913043,310635491.712707,301509106.56168,388485448.038637,438839583.005707,487587478.168321,446470431.083571,513445811.631966,557614351.203852,545551420.449109,619705630.399519,692619683.502176,663737925.902062,575395413.513214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2763135593.22034,3873147113.59404,4316103715.98194,3217470191.80923,3570998585.08768,1173709232.3548,1899074479.51615,1672224266.78965,1817802776.39818,2230028742.03085,1865679964.26526,2214485492.76351,2641648489.82525,3885723258.58928,3252400836.92657,2761113305.34717,3667342575.14311,2786802359.35221,3588053626.80824,3325360583.58492,2662442538.18993,2771637494.95632,2656996313.06556,3212026741.1762,3067371277.42053,3384588317.74478,3969743218.78468,,
Sub-Saharan Africa (excluding high income),SSA,,,,,,,,,,,,,,,,,,,,,,61011487749.1362,57643487628.4605,49927372176.6691,48355718186.0117,49282972495.354,51019861250.5364,58615601264.8254,64337090506.1798,63441830052.3217,73990000132.6044,80095465951.4749,59565688190.2911,54535561311.7919,51190194443.547,59751559080.9461,64212427384.4472,68529298513.4769,68135487991.2221,65315528394.253,65458924974.6374,66575662235.1385,87173976232.8776,96282774883.0601,104335905302.001,125149460203.649,149076267484.349,178447314804.855,219190045494.723,213691852786.836,232153047374.876,245560803608.643,266484573992.715,281656347739.207,301226530590.421,283236193612.371,266878203082.471,280233782696.489,281826615895.406,296930005901.134,316798852258.851,332193320917.639,,
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611957920.910439,638477097.584206,773003557.638075,697205419.872867,736903491.525424,1775539423.72881,1060640677.9661,1242375561.84451,,,,,,,,
Sub-Saharan Africa,SSF,,,,,,,,,,,,,,,,,,,,,,61022281532.5359,57651332846.4251,49937924445.4772,48364462166.4606,49291606164.9759,51031696398.9441,58627834256.1744,64349280086.9566,63453670142.3081,74006694666.2457,80112038065.6593,59581737791.9142,54555430484.8438,51210567476.88,59772976625.8931,64232181345.4111,68549095177.7582,68151554147.3466,65334990892.8699,65476426298.3459,66593352018.0981,87194212025.0488,96301465328.3695,104365102200.769,125179538575.287,149106705413.989,178475799711.851,219214916083.88,213710969225.148,232174971435.071,245584476248.085,266506219012.35,281691801544.11,301258876595.892,283268348320.249,266911541021.195,280277132068.813,281869348780.513,296964254510.494,316825335905.658,332224451016.641,,
Small states,SST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4864107924.17686,5036705239.21702,5301215183.19954,5177233632.16281,5615804969.81293,6346979513.71461,6480039594.99883,6259695056.72331,6148577502.52696,6058331369.42473,5966125864.55968,5747524097.72593,5951927631.28251,6879966967.73647,7641189640.99391,8181797721.35221,9245347774.27296,10228296046.4814,11002560464.3572,10348546445.2317,11390805568.0763,12459587332.4768,12668706221.8063,12797808488.9123,12935360110.6965,12423940256.5893,12514917308.3479,13676703793.4847,14047631327.8797,13982793905.7674,14143209332.3335,15524086628.5146,,
Sao Tome and Principe,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7907092.28557293,9275728.47406339,10848813.821644,11645101.9980406,12290987.7184552,12948046.3161257,14563821.5659734,18544762.915782,21055567.7030473,22858862.8358873,26959079.9036605,29649627.2368276,37068661.847033,40406068.0031002,38651590.8807635,40334389.2998803,41981282.0321056,46983518.6258743,53539524.9662007,67236568.9528724,73456946.6413099,,
Suriname,SUR,9500000,10000000,10200000,11050000,12150000,14200000,15700000,17250000,18950000,17950000,17800000,19600000,20900000,21450000,29050000,29050000,35800000,46050000,45850000,58000000,61500000,70000000,72000000,63500000,67000000,71500000,83000000,102000000,117000000,48800000,31400000,39500000,45133333.3333333,80941176.4705882,98828358.2089552,96728506.7873303,127346633.416459,108407500,93170000,74861627.9069767,90400757.5757576,75876605.5045871,73321702.1276596,82564013.8408304,77542062.911485,88223450.5985284,262419360.71728,297996357.01275,315482695.810565,381420765.027322,413783055.292489,386168910.648715,417575757.575758,436666666.666667,491818181.818182,533555770.187608,357223132.003982,392109726.618321,400938023.450586,345255271.217759,236905485.282837,274249543.147208,,
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582654901.960784,642353612.1673,572835617.990257,634341648.954022,500855247.020851,500137118.906668,652577168.88819,721098305.353727,849431322.565488,957758759.398072,1016738995.54864,1307989940.04,1987506996.33373,2555490574.15,1864094626.84023,1429781447.85,1879983116.32296,1799615055.79336,2198643632.96393,2788252132.1145,1952156864.69375,2017081869.95137,1999441918.8153,2276713780.31608,1766592347.56862,1845576463.586,2031898177.62012,,
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860444803.881925,807223796.033994,779216686.67467,792693306.405078,679583388.266315,626049289.71158,582046396.841066,699811471.321696,667394423.232674,836152217.239661,878078597.189404,836661648.475724,984454119.431768,1019599757.95547,918266165.700781,912998531.150002,1105238917.96693,914557544.244141,954381638.626277,1008491515.38823,903790338.983984,886457823.402726,893905418.129413,1216496516.73098,1091974618.47059,1124480647.29961,1043199425.55425,,
Sweden,SWE,,,,,,,,,,,,,,,,,,,,,6829805655.38112,6317658490.34246,5743321713.94009,5203605274.48449,5401226335.25956,5595398714.53643,7111587399.6294,8201487918.7433,8863194281.23776,9168216041.81855,10057879806.7176,8859573212.0711,8726857206.63484,6157848755.04278,6642820114.04873,7722793097.16401,7450939457.20251,6623400437.4648,6259324016.6543,5838255228.50504,5106524633.82157,4714447531.73074,5069271138.22391,6214090498.74479,7039012641.34768,4917504114.75827,5763465343.8508,7754039178.55241,8114882189.61934,6271655909.48287,8177981597.70304,9590141591.93004,8547729101.24811,8606270163.38982,8399476153.23902,7321774200.63943,7212690972.40809,7809812476.96453,7736308100.97036,7432269496.64138,7272285847.66434,8200134427.7067,,
Eswatini,SWZ,11059778.8044239,13019739.6052079,15959680.8063839,20999580.0083998,23939521.2095758,23239535.2092958,27439451.2109758,20579588.4082318,18479630.4073918,30659386.8122638,33739325.2134957,45721476.5100671,52686353.5839729,66282420.7492795,73289183.2229581,71670047.3292765,70147194.1122355,79346826.1269549,106945722.171113,117605131.860299,105783127.88906,110072926.162261,88229876.5886904,77371869.6705861,87914322.5106758,61022120.518688,85207877.4617068,82809430.2554027,95579502.9689905,90936820.8334922,98890735.5157887,113671096.94709,99179523.141655,120384368.210056,162098681.987158,171248600.810565,192077780.103738,186614583.333333,173843677.079753,172105736.967019,214064079.656474,186627731.12172,179064948.248219,272180126.112073,267575391.665119,348696303.052223,368112116.960792,373101484.656655,329391359.608774,331202390.927222,450811779.489701,468546997.011472,498589366.626066,465077627.36792,408427902.733882,380088653.177785,341910344.26497,371071766.17102,397536295.043089,383995952.061335,323294542.297347,386040728.113966,,
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117318.43575419,1173184.3575419,782122.905027933,1117318.43575419,1005586.59217877,949720.670391061,949720.670391061,,,,,,
Seychelles,SYC,,,,,,,,,,,,,,,,,4741549.15556817,5913611.55589179,7191692.15821991,9285212.35332526,10075172.6797104,12114158.1273118,9461977.22397491,11362894.7569354,9760773.68466783,9713591.55263147,12498397.9006766,13196408.9339938,13429758.4623983,13089569.3784781,17725645.9742547,17885164.3884824,16595404.0492786,19781916.4334652,20095731.6349539,21210021.2100212,19597979.8386285,19656606.2511191,16001216.2444651,19316799.2512868,17396478.7006896,17584293.6406317,20127737.2262774,18608698.8723684,29016436.3636364,29912690.9090909,30295958.1136656,28388473.5341959,24845694.2858351,19125283.8007627,21929075.7221697,23676027.7845085,21664769.4103911,35424703.3163879,32337020.475406,32139343.0925574,33298045.663746,43237737.9504389,42627829.5749438,34227993.4156613,26545721.3407885,31128246.8012175,,
Syrian Arab Republic,SYR,,,,,,,,,,,398952879.581152,458115183.246073,640837696.335079,487804878.048781,919388323.768824,1058378378.37838,1327651841.7307,1367643312.10191,1817579617.83439,1828025477.70701,2726624203.82166,3210700636.94268,3489426751.59236,3928407643.3121,3710828025.47771,4375031847.13376,5972993630.57325,8245095541.40127,5063697104.67706,4400979955.45657,6761425389.75501,8514476614.69933,10499153674.833,10692561247.216,12552694877.5056,14345122494.4321,17058975501.1136,17119109131.4031,20693363028.9532,17765256124.7216,19933095768.3742,21951358574.6102,22644187082.4053,23593763919.8218,25318930957.6837,27234120267.2606,33000534521.1581,35031714922.049,40905835189.3096,51188864142.539,49086948775.0557,13944801296.1009,10120484078.2085,5362728106.07384,5775480719.40432,5456056767.53214,4304596459.44052,6651936974.25434,8329284715.31432,9143634814.18423,4058899865.51233,,,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4806500,3966800,5244900,6232100,6644500,7020500,6950000,4907200,4928100,4198400,4686400,3294000,4176900,4986000,4664000,4552000,4766000,4351000,4315000,3982000,4067900,,
Chad,TCD,124556821.078398,129374710.766244,137595945.311087,141371779.071232,143527374.858611,149440779.772011,158215073.50934,179501005.145335,179439535.279879,181052806.248349,174106502.9764,186775094.792494,221375987.872024,236078989.926559,239479490.219993,319551816.019252,309842163.85986,332041836.420843,402038366.331507,414445054.741323,472414358.342955,353155465.808075,333517556.648733,323681846.559336,299366249.427734,382705376.296476,338230586.309045,369732575.00732,521733258.354357,432486221.269378,484875098.590581,666529466.312238,645933656.803875,459049581.406584,439115272.799384,506920666.278806,603524763.641027,592305994.45508,680556147.129308,584231833.699286,565192968.679598,689391830.831801,756924152.661359,885545954.853393,1012709116.35422,3578266368.06545,4143129662.86491,4729312041.96445,5673977203.81166,4324777815.29573,5541612430.45848,6231759943.69002,6789659632.05233,6482621771.71231,7060661179.08535,5518513923.35436,4657681362.44409,4861500780.06505,5068441335.03407,4819541193.11636,5018324898.97253,6359843557.80482,,
East Asia & Pacific (IDA & IBRD countries),TEA,23563883044.9659,29412844468.6045,29108450187.7854,31835713890.6883,35322440627.0187,40887690101.3309,44492618563.1799,45237447071.238,46596450231.7547,48043357374.3649,50358047233.8382,52359613910.4529,57680771607.9913,72845239316.8679,80117372721.7925,85948295020.5011,84710365294.3759,87941162290.3466,78852212863.6533,100569845053.019,105780234002.06,112631833382.97,119755083337.42,130869427827.027,139365120254.034,142409212305.339,134100968653.613,131830029728.74,142116570619.639,143382979992.796,153831463493.681,153559030290.186,159290310974.228,155518874477.659,189302544774.409,235677603520.884,266192438294.982,262994863221.519,240672373302.47,251149554660.433,249380051439.141,256304173931.284,275101885691.802,294339240771.174,349875697280.95,369246697864.512,415857012778.957,516852258435.178,658951806087.728,687074550578.766,810144271077.348,982750175112.438,1074910328365.19,1155312196614.4,1199301895084.98,1204307528474.36,1189993350978.59,1218486531199.08,1283555093221.42,1336866838115.04,1461294963169.36,1644114681839.76,,
Europe & Central Asia (IDA & IBRD countries),TEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195595538459.975,172081892104.049,114773258370.349,113461300547.261,85975937394.6766,95586871375.5865,98033512872.9838,94118022010.0169,87037132378.9852,74263269947.3557,73081899958.1509,70092783507.5007,77445655179.1322,92393796144.5047,115720263800.228,129965464399.984,139592509723.491,167419681799.224,203089704799.996,172542326782.138,202065198369.446,234415400164.627,229105790392.404,241187350795.218,238044547495.027,204867301096.851,192410010758.815,198581707345.646,192537933559.756,202042749912.402,204866943382.875,225903883919.078,,
Togo,TGO,66477671.0464442,69721904.6228881,70608242.2262574,74280719.1681863,81215432.4091366,83652678.9871416,94839431.1425017,102438653.679722,107850590.976823,115017387.250222,85744337.8891192,90791390.4338558,103163300.36869,130109487.135312,137928345.395831,164245829.345784,200041433.26756,275562037.482136,198532367.201567,226117197.313296,312382260.284476,271223675.2088,221541736.114006,263996253.667344,240298412.863334,256642545.01261,368749134.219198,418251879.138847,462944668.122889,435967204.928524,549661293.343833,525941645.879629,596992342.792637,544510493.617448,343160712.79656,494460299.78259,598446629.318912,632443148.809926,554995524.210622,582316080.973781,455946460.895963,502985671.036378,565845289.378954,600455238.288704,703126400.524901,833883315.656991,791152383.80355,775877887.620533,1292979186.7713,1045191444.31965,985603189.042396,1156900051.90466,1647082488.2584,1621262288.5299,1175079335.5359,1019044447.1921,1252045205.10775,1319936547.70538,1453768562.76887,1426404010.16537,1422262945.93684,1621933645.87389,,
Thailand,THA,1006137311.27666,1087347528.77712,1125119707.85441,1170652923.66779,1191403817.30769,1401091346.15385,1763274043.26923,1648899052.88462,1744211495.19231,1920538389.42308,1836538485.57692,1764423091.34615,2072115399.03846,3001229684.35847,3700595511.18767,3999155819.87605,4534291537.78658,4901927015.06365,5881166836.31571,6567444906.43472,7518900080.0922,7442118366.29943,6786840183.30355,8032660592.78003,7345448975.01629,6149954523.19497,6750738913.03439,7950961672.13523,9976555912.69041,10892031184.3436,10667565374.9194,12426518666.1337,13705733544.3561,10344436720.9593,12655188866.7992,15372583804.2641,16589234769.7759,13613726434.1943,11662233978.2492,11264673914.4807,10743147901.615,10320580483.8416,11673669288.4793,14377359309.2376,16063934524.0463,17406620073.0481,20849691146.1908,24579033669.1948,29349358964.7378,27571093572.2661,35891648282.9794,42984582689.7156,45735496137.7726,47591030397.7088,41096158227.5753,35605923901.4591,35045500390.9747,38363249046.8418,41563097721.4626,44211372215.5658,43460728517.2415,43166234586.6261,,
Tajikistan,TJK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877256317.689531,488000000,636666666.666667,344976744.186047,298263157.894737,451689594.356261,376090693.739425,295012093.188689,331398016.997167,275874293.100662,216201897.606319,257313885.844364,271480771.31797,376298425.556935,399091062.110756,490021176.923571,607112539.413049,722875816.993464,1025417553.26901,923793661.138871,1105115323.13314,1554726476.07479,1780547523.05971,1801288778.80861,2166396629.94167,1785854521.26365,1458401929.62977,1528638431.75784,1535295917.4753,1732130865.44111,1949214776.34932,,,
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,654205607.476636,780379041.248606,859291084.854995,1062699256.11052,1033116601.0386,348058704.996535,577464194.25326,837062847.914245,402410346.745057,300491098.83364,495804318.478701,655564678.610831,608761514.709512,654675247.634449,816470588.235294,934017161.455765,1142885892.53371,1255210745.71561,1501814882.03267,1767369515.01155,2387804878.04878,2066225165.56291,2125614035.08772,2561052631.57895,2597192982.45614,2989473684.21053,3321754385.96491,3610526315.78947,3331714285.71429,3807714285.71429,4216571428.57143,4501142857.14286,4881142857.14286,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,,,,,,16984333830.116,16382511046.7168,16652834366.104,16963657083.3967,18053025388.9263,20076344796.757,22710243621.8427,25087478037.2521,33605025599.3793,41998993155.3264,42158138890.4215,48458772019.1592,59280765397.3522,57815914489.6691,65160548917.9289,69818832762.2107,78349366643.3762,70735368287.097,67999497712.8918,69429046471.1288,66045502909.0624,67944491084.6342,67658008332.5878,77630077375.6556,79258332386.8688,86553978811.9733,90036206833.9429,93988244304.0104,100172101596.95,126099789628.508,116446009260.334,121915164222.477,128729710731.239,128491984011.098,106486436330.337,108838182268.499,103175080750.837,99885665589.3806,109303300435.108,119414190689.911,132908119455.57,149152895109.778,180796848132.393,215934240406.308,203064667195.467,248318667333.213,286852134335.695,275421074836.494,291330414087.363,297682925813.835,286336074587.561,307842388272.785,325884364983.849,306358442977.226,301015706616.833,306629965125.8,371130363535.206,,
Timor-Leste,TLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104328300,102906800,115839444.899157,121990230.304569,135706688.090685,133653310.915139,146140588.894474,162824564.407519,195565636.871652,181464513.403167,225737110.32703,231028152.372815,299382539.633914,297568948.841536,304716371.326889,283511719.95648,279913703.9109,271479967.547783,276520344.28256,287182214.189373,283805739.60443,312791744.787515,,
Middle East & North Africa (IDA & IBRD countries),TMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36876616923.5648,43573675957.8786,53268399620.3885,61278556515.5688,58831431763.3206,67580504119.4349,63288622164.5008,62594071751.7679,66158121329.2675,65172742581.3883,69564916329.0968,75027831894.951,80273703301.3248,95562426694.9068,109073868169.588,123159127669.773,145093724448.203,152328696001.341,124226346372.256,138394827403.557,141971175719.401,145235763154.869,139095924332.761,141520227566.296,135185076172.844,129595126461.446,139000003508.046,134137967233.393,158940066156.71,,
Tonga,TON,,,,,,,,,,,,,,,,13785312.2136405,12005743.6148112,12980150.8094921,14840677.5781161,16183657.5005589,17790252.7897973,21049184.0956102,20318490.7191399,18918918.9189189,20886353.6638877,19135414.4842517,22459893.0481283,26746954.2080941,33752029.3941724,32367898.291617,33970520.1419972,40525991.0535246,44938014.9951748,47239161.849711,42211255.8703227,43245259.2650877,45107395.0807695,43457222.0023744,40716353.8873995,44592342.2000379,40226160.697944,33121653.382383,33091613.909533,38756547.483489,46707728.4059246,46501109.2194191,46090547.0655583,49875767.7135867,50781513.047138,48463873.0402263,60308569.6510965,70674144.424431,78346923.1223081,77095397.3930096,71943662.748993,73716844.2180022,69883748.1962482,77368559.1495137,83467043.4861884,100543157.709406,86351673.0877451,76593792.5282058,,
South Asia (IDA & IBRD),TSA,20554775189.6003,21710273944.1549,22152762929.276,25222439445.5345,29440323087.0017,30085392145.0064,25632017186.3395,29570306577.0139,30744332591.2277,33445877848.4766,35065870619.9487,35561142414.9414,36249975004.4654,44186619144.5788,51259175631.1598,53772954132.2963,46941033468.8444,55387110420.8663,61894031934.5025,66678056168.3637,79538369616.6156,82119340857.0713,83077774927.0125,88369463518.0095,85143283794.5651,88470549088.7677,90585727962.9408,98301235173.5635,107392905740.532,105589084053.065,112678780900.959,100340964327.116,103819027098.221,101363029903.717,113527256043.242,118829714132.748,130948957468.132,134170581629.026,135692086415.547,139733193509.806,141411282819.903,142971569942.875,136490157890.435,158569108078.99,170633878268.458,192837256800.176,209066955182.086,261434685340.458,267854872003.602,293670896842.298,361232061336.94,406542547022.34,400074504279.564,414303435611.613,444905772577.507,451622499354.093,499104819585.063,571096884320.873,569836487477.696,601483963118.994,617331236492.158,682797974296.992,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,,,,,,,,,,,,,,,,,,,,,,61022281532.5359,57651332846.4251,49937924445.4771,48364462166.4606,49291606164.9759,51031696398.9441,58627834256.1743,64349280086.9566,63453670142.308,74006694666.2457,80112038065.6592,59581737791.9141,54555430484.8438,51210567476.8799,59772976625.8931,64232181345.4111,68549095177.7582,68151554147.3465,65334990892.8699,65476426298.3459,66593352018.0981,87194212025.0488,96301465328.3694,104365102200.769,125179538575.287,149106705413.989,178475799711.851,219214916083.88,213710969225.148,232174971435.071,245584476248.086,266506219012.35,281691801544.11,301258876595.892,283268348320.249,266911541021.195,280277132068.813,281869348780.513,296964254510.494,316825335905.658,332224451016.641,,
Trinidad and Tobago,TTO,,,,,,,48532928.8922592,49306714.2281802,51350000,52750000,54650000,59344776.9507317,77031176.80737,74673336.0555329,93561270.2123515,123006728.730759,121849084.489695,128750000,130083333.333333,154666666.666667,161375000,181583333.333333,194458333.333333,165500000,102916666.666667,179591836.734694,132472222.222222,132805555.555556,122144752.588584,105929411.764706,128776470.588235,131482352.941176,137929411.764706,117433798.65822,109942783.844453,123255657.554054,120081264.258713,124350176.751923,124382769.953797,131816666.40207,110670180.005714,113521144.837323,125978203.466321,107162713.856809,101127163.041753,77354117.7217601,104131681.505656,80433614.6139503,101874672.051645,114102341.168846,115253705.591718,116112523.988579,164622520.257075,197191937.572971,203607595.172773,263129196.866004,251701147.823758,279808055.498683,249791917.258261,195957254.834191,246460315.490498,235644490.029825,,
