Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422321917607.018,385573546724.27,330137917302.505,295676018910.052,279528292070.027,316459856303.974,321643407810.289,295746090092.991,286743998263.778,262364236057.993,242683598212.338,240238939193.175,254774752753.976,300707237784.623,350531961108.821,342748701921.458,354756959859.96,419889752731.755,471701467996.365,397011096989.129,441916370564.83,503653388155.602,479368723778.523,507078153146.788,512058073517.962,434154754172.998,419343973058.001,450658412343.903,452742944076.662,453522857706.469,458396899163.655,507525673728.464,,
Ecuador,ECU,696475648.535213,596929975.435109,535212470.586778,623848280.759208,714443379.268084,747458301.61146,681026456.842352,725362709.868603,756111449.584473,817011642.701045,745089165.942586,695682482.354742,823120571.076952,987552393.115164,1590015189.68133,1728430540.46388,1829088792.00333,2062265567.6225,2169910168.1382,2271225734.76822,2880871974.78984,3438781414.25874,3174041508.53753,2898914623.71402,3147984017.61869,3237568961.05717,3187101769.10404,2977011060.02173,2872825117.4483,3111641596.51571,3127253080.03645,3544331165.58279,3423812906.45323,4432258129.06453,5029050525.26263,5353774887.44372,5234491245.62281,5663043521.76088,4890101050.52526,3451939969.98499,2823308654.32716,3097021000,3206310000,3516792000,3546435000,3935357000,4403200000,4772112000,5537442000,6198165000,6769906000,7611445000,7598802000,8342246000,9284062000,9387758000,9513086000,9730031000,9626014000,9514079000,9772958000,9994760000,,
"Egypt, Arab Rep.",EGY,,,,,,1271515945.82787,1313403842.00302,1354046881.91066,1505607476.63551,1666585956.41647,1938960060.28636,1974241264.98342,2208634953.46432,2683678625.56847,2658632869.31228,3218106093.8185,3464150943.39623,3574109805.29732,3465130382.04973,3614285571.42857,3593274020.55556,4785945945.94595,4991379310.34483,5897555296.85681,6151365297.78542,6679928803.26667,7173994387.27783,7942654831.10762,6312322714.36684,7432362556.79471,7956482772.54374,6350947357.92622,6523636144.79584,7331032412.96519,8155397390.27284,9451489236.21351,10898584905.6604,12354572271.3864,13474616292.7981,14430846358.0065,15512989872.303,14842318059.2992,13116629213.4831,12273461538.4615,11242207792.2078,12527787021.6306,14220208695.6522,17504921190.8932,20564327272.7273,24585226860.2541,29214083484.5735,32729655765.9208,31464166666.6667,32519069767.4419,34647503586.8006,37528234501.3477,39126122699.3865,27074687500,28030284755.2054,33487331782.4601,42250999026.8247,47816175003.1867,,
Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166158776487.568,171509289476.786,143176224119.469,153870482668.768,175071238328.841,180271479246.321,162051592551.141,160142556232.094,151602890204.955,135401653588.791,137293541748.522,140630777932.803,167594192221.974,189369895354.528,174197801504.698,173235876017.248,204122960507.715,216348009238.288,181097106082.847,193474083547.286,213319494092.004,197673585882.551,211483689956.689,213021347426.008,179610763014.91,177849336469.004,199823202827.043,207093701537.255,197821946961.187,200100628643.476,222346096918.882,,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130495494.512687,90931691.2720875,116509740.25974,108734375,112542671.511948,103765330.074029,174207745.283147,156539018.227314,88935064.9350649,114087987.974712,99200906.9937384,102949617.737554,118028569.356301,248244255.884018,297945821.138211,319819434.146341,231544715.447154,262243902.439024,,,,,,,,,,,,,,
Spain,ESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23875100080.0641,28203073689.7412,25386363636.3636,25699966588.707,24236822201.1584,22410534889.4118,23089329220.4725,24728644069.0197,31137452114.9019,33443557684.17,31946994104.2801,30396791918.8235,36967274629.804,38649982963.2812,33788604169.9219,34573364950.0001,35141302315.1752,31903872300,35536454375.2942,34778822032.5489,32704001964.0625,34838668573.5409,36600540436.4706,39185251589.8039,34424960650.9803,36663352901.1674,37275243612.4025,,
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186001573.564123,197573156.457277,210750676.284941,286644788.074313,208869250.425894,220924168.432691,218535493.689016,261822548.742583,341659891.598916,439621118.012422,463734610.123119,535256555.011918,881249657.815494,827966896.147649,485165323.701028,619103536.508768,854244330.671208,763191451.65586,775602341.249414,842774327.552938,654228714.008593,508805726.266927,642471149.001178,639873039.183529,738756901.662744,643196899.459924,751504913.841073,,
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,4009588743.96135,4104840289.85507,4658969855.07246,3877987826.08696,4984878792.27053,5021443719.80676,5171530869.56522,5300985024.15459,5553624347.82609,6025641980.67633,7898721400.96618,6697817698.4835,5293597069.08257,3650991925.0255,3979501295.33679,4373584856.68613,4640664101.93278,3835770299.33159,3502759775.79251,3681548336.42199,3485190446.45645,3037664391.81992,3215348079.94872,3918718405.94002,5106106985.99103,6498059682.75179,8329426631.7944,12230064939.4202,14883148075.6311,12406604219.9984,13180503225.8064,19200051115.6187,19649886667.1797,21422080397.5843,23288960618.2448,25780094191.6715,27621585325.0467,26307879976.4059,32258597215.3902,38281227166.874,41808822210.2045,,
European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211595410637.788,216250856303.173,195391879814.463,191632464211.04,178719734699.149,160345339520.47,164858180875.852,167504061034.734,198964828862.235,229904774586.64,210729700674.295,212713635697.97,251469133761.381,270804009309.616,224332659438.054,239777880859.022,270863426515.003,248675051877.636,266643815365.598,267246494094.014,222100464833.223,221348686036.21,250978161530.536,258321035812.211,249045399629.171,252487476013.684,278443921063.648,,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,70648539719.981,70755986384.4233,63854444707.0354,61947312719.3732,67078636947.3385,67836599350.7249,75279866407.4892,80023703044.4699,83707326270.2819,104119760364.629,94113972641.648,72022835721.0424,66048557827.6969,60289871559.6335,68939769772.9945,70258065392.8822,76876375982.5868,80155779541.9257,74569192760.2945,80526071386.7098,84724791129.5923,103390149288.864,107846667561.442,118042723190.801,141651492555.742,169510493645.568,200483863322.389,247520329303.288,254010365097.648,274762230505.441,252977250432.213,274450770591.871,281360034897.245,301891379996.636,313025648371.409,288328284427.049,291947818633.496,289471090605.424,312091000078.493,328063409115.028,336612946085.205,,
Finland,FIN,,,,,,,,,,,,,,,,2888070147.08259,2963542083.39745,2901491810.53564,2992376895.30686,3615759426.04183,4603124003.82531,4019013502.34224,4102627359.07241,3856746370.6234,3830629204.59042,3843054489.63929,4821721792.16514,4837007980.52212,5665955934.61265,6213107939.58709,7633338516.56041,6165269813.26276,4814175736.66047,3901321952.74279,4324416619.23734,5095315904.13943,4557338855.81155,4344290459.28301,3886292834.89097,3903939128.57144,3722158572.54903,3580726851.18111,3752036542.7451,4352705189.0196,4699462952.12356,4667826701.94552,4344371929.41176,6102738708.62747,6300716428.125,5713028800,6033336550.00001,6397426342.41246,5978121690.23438,6424106955.68629,6592020891.76468,5285719410.9375,5563295045.1362,5920659045.88236,6580278528.62745,6308238862.74509,6666998687.93776,6825594329.45725,,
Fiji,FJI,,,,48986273.7690467,46215841.8335222,44578768.4170759,43784599.8993457,43143105.8062912,44085652.1241269,44373284.5379689,55256219.1906454,53431544.4873144,69801260.3005332,95316041.2994208,130337636.544191,160603479.742061,163751810.181575,154022236.75605,166627302.786963,201029077.420127,243887530.562347,221975193.072783,221844701.844702,186734513.274336,163749307.223351,186977288.488211,244607644.099214,246133129.672803,195707194.294903,232314434.032225,240102032.547775,252644280.292762,269334730.538922,278333246.854326,327145550.167338,338406456.659319,368417302.073683,309690378.887581,237567948.459835,317678716.490658,251526825.143287,215032065.360625,244026247.199232,287886907.901677,334444893.248702,359873625.073921,380620725.508318,401442091.535739,376892639.769091,289601370.353326,294608600.469117,348372326.76308,384323146.5445,423730654.35786,393363118.033206,368592484.750613,525773407.954466,563811329.728003,608735912.409035,652075274.05947,649273507.496491,623897715.644475,,
France,FRA,6556833367.51834,6125025698.9381,7433735094.48128,7482894736.75041,7508138877.3751,7906730571.44917,8355810546.77261,9001529091.17259,9503754625.70591,9479063360.04131,9839376402.50384,10068663430.8038,13789336801.0403,17915439010.0177,15454173486.0884,17367293865.6876,16974870254.029,17706606044.3969,21132267441.8605,25377736663.5831,25298044085.6877,21739287869.6439,23702964367.7014,20129959549.0145,17825564812.7299,18461819243.6852,24954067620.0398,28848630361.2354,29030943728.6642,32037836726.3006,39812070834.8392,33183350773.1659,36337050805.4523,30368311327.3106,33465264650.2836,39143119989.4861,38604949352.4811,34059339177.3432,35510340226.8179,33390776111.9692,28656002945.8824,29027352988.189,30191223481.1765,34127109031.3725,38634362051.3515,36910914291.0506,35237125383.5294,42915149320.0001,44400636846.0937,35737115213.2812,42429561916.6667,47283327986.3814,43792021880.8594,41014941287.0589,44448979241.5685,39164695526.1719,35539338243.969,40027993125.8824,46019435338.0392,41545938007.8431,41424026283.2686,48514824779.069,,
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198230062.082139,181703506.206817,191918941.990078,208619695.294853,196916918.945622,180320901.073212,204870557.994358,203138288.115526,277998251.160288,289692672.26335,236970636.119339,229662929.731948,345424156.753969,361465531.692961,296642209.753992,398180296.636576,436881959.910913,403186729.885997,546073057.325787,535779733.147556,520381338.485415,556077008.426545,441907032.909922,516788344.387715,,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,44900000,,,,,,,,,,,,53002800,51078200,47747600,55273800,52059400,56160300,55533600,56312700,56870800,52754200,56132600,56640600,64149400,68945700,70161400,73481800,82076900,91980400,83781200,79506900,82925700,90266200,101309800,90483800,95808500,90174700,90000000,,
Gabon,GAB,45533967.8484603,59028398.8304661,65597388.6975687,68100411.8799815,65093105.321704,59577019.2710064,61869491.7341182,65446945.6280848,54127265.873342,59239752.1759053,60057241.6737741,52659015.7873955,56343029.3063951,83898194.3587863,126711294.380116,138115857.482404,150658822.070994,153451840.184021,155546591.895395,225646995.946175,289190356.735804,236262675.511172,221541767.394373,220434182.162567,217412863.649176,225480416.611572,314663997.589827,360754775.173405,386371288.221626,363626903.078853,435972645.944207,411900595.12901,461449882.467081,371494358.079602,380778476.839263,398278347.681772,403868694.585345,384464218.956827,314771477.941079,340101195.535287,315682166.351266,308626037.46571,306460940.9191,390976058.868345,424820513.598489,477667117.299601,507209064.793149,617518156.368847,658643497.757848,611035579.066174,562608559.152763,625030566.032451,575845512.825912,585776563.900841,659202957.606905,620146249.642895,697427280.63994,786151771.089527,916899901.691137,937277186.033906,1015072663.72203,1216500509.84057,,
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13768473011.3636,14119730158.7302,14455210600.2106,13121546190.7618,14575602999.6939,16400504970.8064,15076443057.7223,14629993451.2115,15498509440.212,14266299951.4642,13658647299.1375,12563696559.666,15938249400.4796,17472653061.2245,17678506041.743,13887272727.2727,15492180312.7875,17388955582.2329,19716911764.7059,16320299112.0112,14736255205.6498,18180191633.4118,17050866981.4283,17640605650.7339,22840749218.2058,18473888200.6193,15477270586.0584,15896986741.0357,16317101948.0858,17271152537.7878,17411547910.7151,21131537302.4706,,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2326050560.32828,1688741721.8543,1931733860.99431,,,,1026082086.56693,965626204.238921,948337890.343934,692220301.308965,629901340.753858,674867342.016401,653367946.440771,770377965.232791,840306761.268781,946874827.60523,867389350.707706,935468422.627956,1040448081.56694,872253816.222688,1034674297.25635,1379602727.54225,1348028825.77363,1481123001.08212,1502916690.26448,1168466046.79857,1104829509.44353,1013588364.21598,1189938843.95344,1136380107.83201,1154738045.47062,1204635977.5652,,
Ghana,GHA,497198879.551821,460784313.72549,523809523.809524,553221288.515406,612044817.927171,893557422.969188,920168067.226891,702671312.42741,696180128.27364,901112025.187993,1030542696.92337,1067394763.9646,985236460.502373,1207746478.87324,1480124223.60248,1339361702.12766,1398305084.74576,1792571428.57143,2223560209.42408,2410826210.82621,2574688796.6805,2241453358.05504,2314285714.28571,2423434690.84139,2172733202.87019,2022114118.25574,2736384499.11653,2567891156.46258,2578805480.46971,2571656682.42844,2641154597.63423,3002119565.21739,2872084668.19222,2203389830.50847,2057531380.75314,2507089241.03419,2701529051.98777,2465820312.5,2694204152.24914,2761702925.73143,1757588548.3575,1873069942.76141,2167364967.18829,2789293954.77619,3370694830.46137,4024204595.66947,5917423013.87826,6776540424.61934,8433860401.02632,8073190249.11032,9027708951.04895,9308666118.63738,9133738835.00466,12796955082.2651,10728548470.6207,9872741991.0623,11707233285.5901,11816521273.4168,12205768063.1584,11838268850.3853,13205792662.2228,15292882163.5201,,
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,474596269.633606,534886318.824003,554891487.867304,573231085.727305,658392665.064748,550577091.365072,543799659.712242,570383603.056985,682317003.134432,684028903.538036,673177553.936857,761180801.68863,759447323.395146,744018792.111554,628481619.495533,615138715.617985,638175604.974442,716169478.510415,847577831.19296,654410868.402185,657671699.227968,1056600283.77093,1112876335.65574,1098927157.04239,1198325341.40775,1090354555.88801,1285610815.29479,1469699693.2676,1538323596.9713,1625013880.69844,1512024001.92348,2119496769.5953,2720003857.78296,3552582205.49343,3660998805.3213,4155226979.57547,,
"Gambia, The",GMB,,,,,,,14252114.0169121,15065656.8408435,13272212.3553977,14544232.7077233,15816253.060049,16913267.7893507,19087593.0645081,24230498.1203008,30860950.3769946,36919247.7876106,36617693.3099699,42804186.6550371,48017452.17433,55284897.2675281,65136548.5183033,67003316.2496232,76588774.8416685,68919123.7777609,49663792.8629224,59541847.505072,53487364.6209386,67426198.688228,73080019.0805557,73632575.5577826,77186191.1410078,125353288.064948,123749676.810144,129915880.365136,143555782.838298,167879037.75028,152223665.945372,165389953.138174,161364508.460881,195633395.05577,192067033.688886,174778035.5959,139499051.100021,130274558.805489,303023719.534733,329796156.8342,269855417.823179,301577741.683887,465026175.627692,460190824.338322,543134649.435956,383471041.868201,387620745.017474,360713865.775246,276122579.253828,306077729.837059,324549631.679059,316059561.585877,331988928.762788,362795032.209738,384977379.387477,456987273.814981,,
Guinea-Bissau,GNB,,,,,,,,,,,37363435.1343221,35225728.5689124,40151428.5685606,38325932.2033898,40873026.3157895,52064670.36759,54046330.056986,53064271.4354577,63311959.6541787,61152104.7368269,46690754.1101076,76237727.2727273,77398316.2249445,69424207.8346825,57215803.1782632,66875006.2510449,58925799.6247297,93018287.7419905,88784722.0908537,103713240.100982,138902320.340541,131857197.932712,108256173.857939,125178748.496192,123135501.253904,131548736.490659,146689707.574955,144066144.293328,126798494.385474,123537307.265838,154853226.097143,147264252.741373,174776838.612845,202184041.521828,223422169.46247,260396041.10622,250336124.416568,300896071.463418,405147982.06278,365254966.367804,383193581.656054,495165396.777837,463893991.710611,461697073.656265,433911559.383527,490446992.168795,546449442.934728,663717477.125468,462278095.190086,437600843.30214,441887050.76218,,,
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153139254.309844,179459541.115721,176306533.21879,159024097.056607,173156804.757048,225000137.931444,236344160.281638,261628071.778151,281699126.271146,248993719.170307,262162558.031851,282507670.624024,295727851.377225,277043783.100164,294201040.331071,322743177.248798,,
Greece,GRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10095883218.1203,9604879671.57418,8935376263.5717,8615210423.15231,8246620052.78149,7090702844.58041,7091766560.0819,7708292425.27923,10118069083.0674,10302174376.3271,10619537147.7167,8756882695.77881,9686187938.79846,9991246356.97265,9293051711.7871,8879082826.60002,8811790824.01753,8328394601.21602,8081298113.95061,8439133841.25409,7562587427.71445,6789814535.96266,7706777619.73884,7708863610.69411,7817234528.23528,8007366963.98601,8317434357.65103,,
Grenada,GRD,,,,,,,,,,,,,,,,,,12666570,14169442.2222222,17728418.8888889,18274933.3333333,19814814.8148148,17903884.8148148,17707775.9259259,18915074.4444444,18560787.4074074,20798969.6296296,26445054.8148148,27626594.4444444,27453844.0740741,24708504.4444444,26823703.7037037,24145259.2592593,23027629.6296296,23136814.8148148,24555888.8888889,22017814.8148148,21909148.1481481,23302037.037037,25894703.7037037,26855925.9259259,27926518.5185185,33990000,34691296.2962963,30041814.8148148,20616814.8148148,27183333.3333333,26987000,31117259.2592593,35682481.4814815,34797296.2962963,34633000,38652000,40744074.0740741,55618518.5185185,74062962.962963,65888888.8888889,60466666.6666667,60722222.2222222,56785185.1851852,51159259.2592593,59933333.3333333,,
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278670856.292788,299794695.46494,313461955.343594,327033026.165333,322427760.530522,368097918.832506,293122423.47367,335378104.941235,391416916.571982,422580923.608114,403468475.68684,492685968.819599,425794081.362684,498432788.151581,543427887.746293,563186900.199538,544336821.90302,532825851.026429,,,
Guatemala,GTM,,,,,,382561300,396523100,398450600,449770300,468222500,520103100,549783700,594416800,716614300,881992300,1022624900,1191494500,1441654400,1568859400,1751983900,1957440900,2150636600,2190084800,2293442600,2426807900,2513192782.6087,1852142237.44292,1840439920,2026946641.22137,2156072372.15909,1979788131.43698,2421127841.07857,2639971956.83286,2834721137.80743,3179239480.45625,3539386207.96475,3770754120.69871,4220993601.26655,4546283701.36369,4221727201.33238,4401931780.70899,2608412516.22426,2897002633.69856,2906146419.17163,3082386723.71484,3372039494.88466,3405453016.07345,3906496904.85189,4363898783.06878,4398907481.3762,4569652076.2491,5277661160.63401,5317836345.99673,5488438931.88066,5828330488.08877,6198099101.21754,6381711601.46844,6947790252.99745,6918871302.79817,7263391518.44297,7681727534.09223,8079944688.66363,,
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,40132998.8916759,44332963.8919676,45732952.2253981,42991308.4057633,42757977.0168582,46000000,43647058.8235294,47117647.0588235,39900000,44700000,45050000,50850000,49619047.6190476,50619047.6190476,120045454.545455,142250000,94400000,84320000,102640000,105400000,124800000,107142857.142857,97333333.3333333,97000000,91315789.4736842,102093023.255814,113953488.372093,91734693.877551,93600000,133161768.382353,151215189.873418,141234347.048301,163605115.907274,166559139.784946,205263919.016631,253985915.492958,266424501.424501,272336570.67015,243284900.90952,243261160.237756,213680863.893,211780005.210313,224241470.642226,238618762.388571,248112149.061432,238273921.20075,809144606.852648,829798558.61252,959818457.983051,931468497.180682,979356282.146852,948080434.276471,1033650211.41789,1068939629.25925,1015160145.93421,1088920096.8523,913898305.084746,1080585956.41646,935302746.481145,910340527.577938,921971223.021583,1085117505.9952,,
High income,HIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485540156852.293,463162676962.094,463357866760.302,456554245750.756,441399827161.056,434361165556.475,493920035385.632,568243384338.91,538803436063.269,533332050512.666,593057920613.631,627139322766.443,554592715613.279,609905451517.75,704857323100.012,686359238295.253,738079078801.992,711419015607.231,635282728539.316,632816316444.878,686379090157.2,690179733063.133,666093560653.542,689505356045.384,770999117642.882,,
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149912722.045385,151561778.73519,146559130.133737,121359223.300971,123651771.956857,122536098.64606,121913540.513401,130104852.975107,118790774.13058,140612502.902552,122020285.228852,121274409.044193,143623330.411015,157942238.267148,192930191.769515,210273742.872623,244515156.590186,222758302.109531,224787905.849333,262509730.854146,341360284.638787,278649719.54922,,
Honduras,HND,113500000,125600000,137250000,141150000,157600000,185350000,198900000,211550000,224000000,218600000,212000000,206500000,225000000,255500000,275000000,277000000,344000000,449000000,1219942988.35,1284751779.4,1387292458.55,1331978389.9,1270584671.6,1266751975.9,1264003464.25,1310986767.5,1401837409.55,1461769227.9,1488069018.06867,1334516571.03448,1190943616.09922,1113818026.21927,1121458375.01592,1048762373.19869,980287888.878318,1098406538.06048,1056281545.60811,1085351520.91255,1165928870.01477,873541616.724739,1032902982.3592,1007352941.17647,957401244.745119,955885319.118283,1079457651.69113,1216792425.77911,1294439857.74165,1472355266.70936,1686650303.11366,1579102518.6424,1835973347.58747,2518345835.24959,2513644614.45375,2255323330.28722,2477138446.29107,2562883910.83244,2616952047.29582,2931306972.76377,2794307756.02756,2698088418.30385,2887262579.37751,3145390499.11104,,
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,,33591289303.948,32349943525.7319,31655431914.9086,31816644536.0443,33139818699.9301,38828620307.0851,44172558662.8546,48628476096.6699,50842770448.682,59083965536.2281,67829690028.8304,46732803653.974,44526346204.0192,36526177453.8888,42862336999.1049,43118066092.0797,46136425744.0239,46293073887.519,44199136357.5282,45642619775.0203,43582798565.405,46971700074.3846,53213987456.5919,58179987013.4892,69989851926.2714,79600254809.7511,97218447009.6849,119105816111.088,122546113003.441,130551284340.371,138125199200.825,148446338197.608,155204656737.589,165323088024.811,162217423817.02,165139678730.367,180728305996.877,168030243271.24,176240647440.608,188919882918.661,201940226380.501,,
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1279384169.69491,1342587080.02437,1259705803.60035,1368597547.35544,1276923825.90062,1083592914.2211,1154529863.94442,1311506082.85624,1378114559.09166,1855173203.82253,1771720957.76848,2027573673.73925,2242376588.23371,2758241725.1455,2530761908.7208,2216231265.01503,2303248634.95689,1888879154.43343,2038638289.39548,1721699069.54397,1490684648.31835,1604116156.29489,1626436537.85853,1839258788.77458,1785726924.51608,1772167319.88415,2004505115.74041,,
Haiti,HTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813209600,837099000,920736000,1038546942.85385,770143633.032326,579384188.716884,735416774.053526,662687121.819136,566830449.525044,694988809.615075,788071277.834592,937127399.881243,1170948510.29998,1041644313.04581,959349752.403038,779951253.998309,956633587.767023,1297685417.09419,1331238227.5879,1818528235.44511,1933072102.04199,2179480877.52719,2399459059.3804,2607360053.71046,2669114766.87302,2880275673.44459,2700654919.57207,2557080976.82934,2530151706.88884,2841545209.40295,3068511388.75555,2881197991.33541,2954235900.92019,4317746394.0969,,
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332453047.20853,3388582917.28547,2990247830.17434,2940186575.01316,2606004407.41518,2329973293.56664,2641483485.31786,2880677475.23591,3327716024.53248,4531763420.00673,4213024689.03837,4091254337.18333,4887690074.05277,5466933700.0685,4006060045.95197,4010422669.54671,5670930839.81995,5012279500.23137,5314870694.47238,5551151109.55065,4743554724.2086,5003095066.12833,5372714684.80506,5597915214.6157,5465870776.85268,5330797952.35879,6100253732.4511,,
IBRD only,IBD,84735718242.2224,87390215568.6224,89631039154.7499,100762592916.588,113217704233.326,121621139174.004,119135112897.213,125966950737.617,130110221161.532,137702374929.875,143200694694.867,151122903985.366,165905041658.27,212648099862.84,247361179040.955,254873572423.478,265602238867.594,301306066992.923,300053909095.203,350835874794.906,381939883760.308,407775996702.612,406284857539.804,422939497249.548,435275469151.84,443461840036.25,456453781093.012,455239948425.084,488612569666.811,498924219697.38,540984652098.913,492936595716.269,457059532224.577,457837481715.124,511182842623.707,565582045106.204,620565305508.116,618660147036.643,594705376682.661,571217281381.047,563992147138.326,568275780980.443,585830958745.914,652063898996.923,751626533502.874,818365188115.991,912296138589.284,1127901724149.67,1341052880765.51,1358903269504.86,1616761082209.95,1884810090533.91,1967820064734.79,2093430628763.14,2165630838720.25,2115097925279.02,2143143520016.85,2262236225808.79,2297710138388.42,2404330968542.47,2550376880912,2884828894208.84,,
IDA & IBRD total,IBT,104033730927.825,107959283549.311,110941301312.995,123194124698.48,136683275841.757,147528328485.985,146077978548.185,154746257675.716,159717329743.084,169592642943.178,177420751113.942,186061915453.696,202025178273.299,253520213688.824,299828965989.196,320498571558.458,323399244769.667,366197607725.69,373411213349.097,433309885362.861,466688550568.885,497358449481.112,494281878857.937,500963543304.558,513343718255.993,525310873282.101,541847102437.363,551588281686.543,588738531773.018,598786584333.327,655213919830.412,616262188425.781,563413492818.759,557130085388.92,611201995983.835,680390241355.728,743278450122.091,748391603194.599,727722525866.819,700272458747.708,700834648987.158,705246636685.699,741249305107.092,820352539424.2,934840767460.434,1030129569754.97,1158004899623.66,1413713530721.46,1687707458570.5,1714987690890.19,2006137512526.02,2280269123846.67,2384398918613.23,2525784927192.54,2626384712693.67,2569751794713.4,2594605618306.12,2725698574083.42,2764539648707.42,2881567037628.75,3048611171393.97,3418193303344.67,,
IDA total,IDA,,,,,,,,,,,,,,,,,,,,,,87332621672.496,85912631814.8582,77551555944.7849,77745423524.6783,81350758685.1253,84796483743.1115,95136017795.399,98900240482.5085,98685280828.3977,113730407064.522,123845129657.798,106468870290.93,99027711905.1787,99124237909.2776,113892816129.166,121621004357.162,128864916444.312,132433325052.281,128533142755.73,136685914661.537,136782731584.823,155381928234.81,168225595161.89,183092872792.922,211765530196.987,245814636477.16,285847814767.972,346733463993.914,356176457507.15,389440470585.054,395456139045.788,416580743585.505,432333313363.635,460760207897.82,454505598080.234,451470656106.204,463696771370.025,467134782138.716,477671691806.108,498800536434.378,533628916837.688,,
IDA blend,IDB,,,,,,,,,,,,,,,,,,,,,,39388847544.5462,39372102770.482,32020299822.4376,30937251168.762,31546699576.1513,28732883404.9131,30507553913.9472,32777456662.8837,30781242329.2523,33397537320.9234,33459712405.5772,33169883939.0514,29114827461.8433,32202043956.2262,36878483148.8704,40564395684.9508,43867914992.2711,44132091438.7396,45103154816.1764,48380932267.9814,48780678538.8017,64666048856.6441,68802040509.4988,75561670833.2207,88506882826.4659,105459389378.141,121676054277.676,146887428107.541,139721916501.556,160372253523.244,183874840404.286,196987840414.737,207849694050.342,222342122745.221,217723578412.367,208192229926.91,201266140513.362,214686478726.451,215454649777.236,223740773173.727,241522447607.684,,
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,19537587498.7548,19903367805.4636,20271300482.5497,19391614321.0855,17712060365.7111,20334544101.7534,22125746417.3142,22871971966.5633,22929992151.544,24992669661.8586,28251352199.159,30578040032.3962,34642086869.9597,37907953720.7019,34718566660.8888,17259278072.1929,27458011972.5023,25873156745.548,25663357350.058,31931164039.8671,35651016153.0902,36819570160.3482,37524883325.8488,47298659298.4606,59285800240.6739,73889985655.6823,82502594457.3776,105178671736.143,120660549348.229,122755685289.028,121883103723.842,118805781402.308,116151993490.32,125605406684.182,133621208764.874,133499323604.594,142266719595.99,145066491494.238,157521256115.725,,
IDA only,IDX,,,,,,,,,,,,,,,,,,,,,,46407834717.9915,44913771410.5437,44716329933.3272,46207141095.8632,49328361117.1108,56338217641.9949,65234198448.1173,66569512641.8589,68644558576.6711,81488627820.7029,92318990649.8502,74027961383.8162,70954425106.4098,67395494223.149,77571104560.947,81550389255.2652,85444630912.6898,88842070373.1886,83761850774.2136,88622451558.3812,88291030159.2505,90732445694.6305,99461424744.0356,107561616657.135,123297210050.593,140408294424.635,164246582099.601,199946465935.672,216642551135.439,229234868512.06,211642880319.792,219640926864.678,224515985520.768,238448442125.005,236819982173.784,243399834513.755,262685516164.645,252581479496.911,262460794455.375,275347143792.48,292314515761.682,,
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42998420.221169,41766453.0248554,34388678.6243212,33465240.6417112,40402376.4515258,27953667.953668,30787191.460974,23165688.0265509,,,,
